"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/07/2016","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 5781986736","300.00","debit","Transfer","TOTAL CHECKING","",""
"11/07/2016","ATM Cash Deposit","ATM CASH DEPOSIT 11/06 1360 MT DIABLO BLVD WALNUT CREEK CA","760.00","credit","Income","TOTAL CHECKING","",""
"11/05/2016","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"11/04/2016","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","17.57","credit","Credit Card Payment","CREDIT CARD","",""
"11/04/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2322.68","credit","Paycheck","TOTAL CHECKING","",""
"11/02/2016","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","119.56","debit","Television","TOTAL CHECKING","",""
"11/02/2016","Check 1134","CHECK 1134","10.00","debit","Check","TOTAL CHECKING","",""
"11/02/2016","American Express","AMERICAN EXPRESS ACH PMT    A9626           WEB ID: 9493560001","57.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"11/01/2016","Taco Bell","TACO BELL 30795 HAYWARD CA10/31","9.32","debit","Fast Food","TOTAL CHECKING","",""
"11/01/2016","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 5696737311","60.00","credit","Transfer","TOTAL CHECKING","",""
"10/28/2016","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","9.57","credit","Income","TOTAL CHECKING","",""
"10/28/2016","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","77.64","credit","Income","TOTAL CHECKING","",""
"10/28/2016","Xoom","Xoom.com         DEBIT T    000000041227967 WEB ID: 2943401054","204.99","debit","Transfer","TOTAL CHECKING","",""
"10/27/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2014.91","credit","Transfer","TOTAL CHECKING","",""
"10/27/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","193.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/26/2016","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2211.36","debit","Financial","TOTAL CHECKING","",""
"10/25/2016","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 5753458559","500.00","debit","Transfer","TOTAL CHECKING","",""
"10/24/2016","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 5747623770","500.00","debit","Transfer","TOTAL CHECKING","",""
"10/24/2016","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"10/20/2016","Pacific Gas & Electric","PGANDE           WEB ONLINE 59144310093016  WEB ID: 5940742640","144.09","debit","Utilities","TOTAL CHECKING","",""
"10/20/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","1412.34","credit","Paycheck","TOTAL CHECKING","",""
"10/17/2016","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 5666694545","25.00","credit","Transfer","TOTAL CHECKING","",""
"10/17/2016","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 5736331578","1000.00","credit","Transfer","TOTAL CHECKING","",""
"10/17/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to MMA ...9412 transaction#: 5736331578","1000.00","debit","Transfer","TOTAL CHECKING","",""
"10/17/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 5666694545","25.00","debit","Transfer","TOTAL CHECKING","",""
"10/17/2016","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"10/17/2016","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"10/14/2016","Interest","INTEREST PAYMENT","0.31","credit","Interest Income","TOTAL CHECKING","",""
"10/13/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2014.90","credit","Transfer","TOTAL CHECKING","",""
"10/11/2016","Svc, LLC","FID BKG SVC LLC  MONEYLINEPPD ID: 0368004600","100.00","debit","Business Services","TOTAL CHECKING","",""
"10/11/2016","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","415.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"10/07/2016","McDonald's","MCDONALD'S F13562","17.57","debit","Fast Food","CREDIT CARD","",""
"10/07/2016","Citi Online Web","CITI CARD ONLINE PAYMENT    132138944629684 WEB ID: CITICTP","3550.26","debit","Financial","TOTAL CHECKING","",""
"10/07/2016","Wells Fargo Ccpymt","WELLS FARGO CARD CCPYMT     90225603194534  WEB ID: 2411650794","3727.00","debit","Financial","TOTAL CHECKING","",""
"10/07/2016","Remitly Wa","REMITLY 877-526-4216 WA10/06","256.99","debit","Uncategorized","TOTAL CHECKING","",""
"10/06/2016","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 5713069298","2000.00","debit","Transfer","TOTAL CHECKING","",""
"10/06/2016","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","536.46","credit","Income","TOTAL CHECKING","",""
"10/06/2016","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 5713116439","3727.00","debit","Transfer","TOTAL CHECKING","",""
"10/06/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2031.16","credit","Paycheck","TOTAL CHECKING","",""
"10/06/2016","Transfer from CHASE PLUS SAVINGS","Online Transfer from MMA ...9412transaction#: 5713116439","3727.00","credit","Transfer","TOTAL CHECKING","",""
"10/06/2016","American Express","AMERICAN EXPRESS ACH PMT    M7286           WEB ID: 2005032111","1768.56","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/06/2016","Transfer from CHASE PLUS SAVINGS","Online Transfer from MMA ...9412transaction#: 5713069298","2000.00","credit","Transfer","TOTAL CHECKING","",""
"10/06/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/05/2016","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","9.99","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/05/2016","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"10/04/2016","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","9.99","credit","Credit Card Payment","CREDIT CARD","",""
"10/04/2016","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 5706909054","500.00","debit","Transfer","TOTAL CHECKING","",""
"10/03/2016","ATM Fee","NON-CHASE ATM WITHDRAW160747  10/01Casa de F","4.00","debit","ATM Fee","TOTAL CHECKING","",""
"10/03/2016","ATM Withdrawal","NON-CHASE ATM WITHDRAW160747  10/01Casa de F","100.00","debit","Cash & ATM","TOTAL CHECKING","",""
"10/03/2016","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"10/03/2016","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","119.56","debit","Television","TOTAL CHECKING","",""
"9/30/2016","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 5632999388","60.00","credit","Transfer","TOTAL CHECKING","",""
"9/29/2016","East Bay Mud","EAST BAY MUD     ONLINE PMT CKF848041968POS WEB ID: 1061291316","193.40","debit","Utilities","TOTAL CHECKING","",""
"9/29/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2014.92","credit","Transfer","TOTAL CHECKING","",""
"9/28/2016","Wf Bus Auto","WF Bus Credit    AUTO PAYPPD ID: 50260000","100.00","debit","Bills & Utilities","TOTAL CHECKING","",""
"9/27/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","197.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/27/2016","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2211.36","debit","Financial","TOTAL CHECKING","",""
"9/26/2016","Robin Hood","ROBINHOOD (CRFN) ACH        2016092312543   WEB ID: 1000101344","300.00","debit","Fast Food","TOTAL CHECKING","",""
"9/22/2016","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"9/21/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2407.14","credit","Paycheck","TOTAL CHECKING","",""
"9/20/2016","Pacific Gas & Electric","PGANDE           WEB ONLINE 57408096083016  WEB ID: 5940742640","271.23","debit","Utilities","TOTAL CHECKING","",""
"9/19/2016","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"9/16/2016","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 5600379889","25.00","credit","Transfer","TOTAL CHECKING","",""
"9/16/2016","Venmo","VENMO-2          PAYMENT    287994454       WEB ID: 3264681992","15.00","debit","Transfer","TOTAL CHECKING","",""
"9/16/2016","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"9/16/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 5600379889","25.00","debit","Transfer","TOTAL CHECKING","",""
"9/15/2016","Target","TARGET CARD SRVC AUTO PYMT  777700053458384 WEB ID: 1411721813","31.72","debit","Shopping","TOTAL CHECKING","",""
"9/15/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2014.90","credit","Transfer","TOTAL CHECKING","",""
"9/14/2016","Interest","INTEREST PAYMENT","0.42","credit","Interest Income","TOTAL CHECKING","",""
"9/14/2016","Robin Hood","ROBINHOOD (CRFN) ACH        2016091321702   WEB ID: 1000101344","400.00","debit","Fast Food","TOTAL CHECKING","",""
"9/13/2016","Robin Hood","ROBINHOOD (CRFN) ACH        2016091213073   WEB ID: 1000101344","100.00","debit","Fast Food","TOTAL CHECKING","",""
"9/13/2016","East Bay Mud","EAST BAY MUD     ONLINE PMT CKF848041968POS WEB ID: 1061291316","152.66","debit","Utilities","TOTAL CHECKING","",""
"9/13/2016","PayPal","PAYPAL           INST XFER  TFC.TV          WEB ID: PAYPALSI77","31.95","debit","Shopping","TOTAL CHECKING","",""
"9/09/2016","Remitly Wa","REMITLY 877-526-4216 WA09/08","263.99","debit","Uncategorized","TOTAL CHECKING","",""
"9/09/2016","Citi Online Web","CITI CARD ONLINE PAYMENT    112114718442691 WEB ID: CITICTP","5374.23","debit","Financial","TOTAL CHECKING","",""
"9/08/2016","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","475.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"9/07/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/07/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2145.23","credit","Paycheck","TOTAL CHECKING","",""
"9/06/2016","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","7.99","debit","Credit Card Payment","TOTAL CHECKING","",""
"9/05/2016","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"9/04/2016","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","7.99","credit","Credit Card Payment","CREDIT CARD","",""
"9/02/2016","Online Transfer Chk","Online Transfer from CHK ...5079transaction#: 5638215256","2000.00","credit","Transfer","TOTAL CHECKING","",""
"9/02/2016","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","119.56","debit","Television","TOTAL CHECKING","",""
"9/01/2016","Withdrawal","WITHDRAWAL","2000.00","debit","Uncategorized","TOTAL CHECKING","",""
"9/01/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2014.91","credit","Transfer","TOTAL CHECKING","",""
"9/01/2016","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 5564236299","60.00","credit","Transfer","TOTAL CHECKING","",""
"8/30/2016","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 5627762932","1900.00","debit","Transfer","TOTAL CHECKING","",""
"8/30/2016","Transfer from CHASE PLUS SAVINGS","Online Transfer from MMA ...9412transaction#: 5627762932","1900.00","credit","Transfer","TOTAL CHECKING","",""
"8/30/2016","Chase Ending In","Payment to Chase card ending in5772","1901.45","debit","Financial","TOTAL CHECKING","",""
"8/29/2016","Island Pacific Supermarket","ISLAND PACIFIC UNION CITY CA08/28","8.15","debit","Groceries","TOTAL CHECKING","",""
"8/29/2016","Xoom","Xoom.com         DEBIT T    000000038979035 WEB ID: 2943401054","682.16","debit","Transfer","TOTAL CHECKING","",""
"8/29/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","200.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/29/2016","Tree House","SQ *THE TREE HOUSE Hayward CA08/28","14.51","debit","Restaurants","TOTAL CHECKING","",""
"8/29/2016","Bubble Crab","BUBBLE CRAB HAYWARD CA08/29","3.30","debit","Restaurants","TOTAL CHECKING","",""
"8/26/2016","Remitly Wa","REMITLY 877-526-4216 WA08/25","303.99","debit","Uncategorized","TOTAL CHECKING","",""
"8/26/2016","Wf Bus Auto","WF Bus Credit    AUTO PAYPPD ID: 50260000","100.00","debit","Bills & Utilities","TOTAL CHECKING","",""
"8/25/2016","PayPal","PAYPAL           INST XFER  GRUBHUBFOOD     WEB ID: PAYPALSI77","27.84","debit","Shopping","TOTAL CHECKING","",""
"8/24/2016","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"8/24/2016","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2211.36","debit","Financial","TOTAL CHECKING","",""
"8/22/2016","Remitly Wa","REMITLY 877-526-4216 WA08/19","289.99","debit","Uncategorized","TOTAL CHECKING","",""
"8/19/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2492.18","credit","Paycheck","TOTAL CHECKING","",""
"8/19/2016","Pacific Gas & Electric","PGANDE           WEB ONLINE 55813348080116  WEB ID: 5940742640","241.22","debit","Utilities","TOTAL CHECKING","",""
"8/18/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2014.92","credit","Transfer","TOTAL CHECKING","",""
"8/17/2016","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 5529183017","25.00","credit","Transfer","TOTAL CHECKING","",""
"8/17/2016","Karavan Liquors","KARAVAN LIQUORS HAYWARD CA08/16","12.49","debit","Alcohol & Bars","TOTAL CHECKING","",""
"8/17/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 5529183017","25.00","debit","Transfer","TOTAL CHECKING","",""
"8/17/2016","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"8/17/2016","Carl's Jr","CARL'S JR 7083 SAN JOSE CA08/17","7.69","debit","Fast Food","TOTAL CHECKING","",""
"8/16/2016","Netflix","Netflix.com","9.99","debit","Movies & DVDs","CREDIT CARD","",""
"8/16/2016","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"8/12/2016","Costco","COSTCO WHSE #0021 DANVILLE CA869688  08/12","11.11","debit","Groceries","TOTAL CHECKING","",""
"8/11/2016","Interest","INTEREST PAYMENT","0.37","credit","Interest Income","TOTAL CHECKING","",""
"8/10/2016","7-Eleven","7-ELEVEN HAYWARD CA08/10","17.19","debit","Fast Food","TOTAL CHECKING","",""
"8/08/2016","Venmo","VENMO-2          PAYMENT    260347776       WEB ID: 3264681992","25.00","debit","Transfer","TOTAL CHECKING","",""
"8/08/2016","Citi Online Web","CITI CARD ONLINE PAYMENT    112085368274733 WEB ID: CITICTP","6522.00","debit","Financial","TOTAL CHECKING","",""
"8/08/2016","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","370.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"8/08/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"8/05/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2794.06","credit","Paycheck","TOTAL CHECKING","",""
"8/05/2016","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"8/04/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2014.90","credit","Transfer","TOTAL CHECKING","",""
"8/03/2016","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2211.36","debit","Financial","TOTAL CHECKING","",""
"8/02/2016","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","119.56","debit","Television","TOTAL CHECKING","",""
"8/01/2016","ATM Cash Deposit","ATM CASH DEPOSIT 07/30 2097 SALVIO ST CONCORD CA","2610.00","credit","Income","TOTAL CHECKING","",""
"8/01/2016","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 5500814145","60.00","credit","Transfer","TOTAL CHECKING","",""
"8/01/2016","Bb Sf Zoo","BB *SF ZOO SAN FRANCIS CA07/30","60.00","debit","Amusement","TOTAL CHECKING","",""
"8/01/2016","Citi Online Web","CITI CARD ONLINE PAYMENT    132080926350166 WEB ID: CITICTP","2610.00","debit","Financial","TOTAL CHECKING","",""
"8/01/2016","Wells Fargo Ccpymt","WELLS FARGO CARD CCPYMT     90225603194534  WEB ID: 2411650794","100.00","debit","Financial","TOTAL CHECKING","",""
"7/29/2016","Chai Thai Noodle","CHAI THAI NOODLE HAYWARD CA07/27","26.00","debit","Business Services","TOTAL CHECKING","",""
"7/28/2016","C A","76 - 76 47043633 CASTRO VALLEY CA            07/28","27.79","debit","Uncategorized","TOTAL CHECKING","",""
"7/27/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","204.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"7/22/2016","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"7/21/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","2936.19","credit","Transfer","TOTAL CHECKING","",""
"7/21/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2813.73","credit","Paycheck","TOTAL CHECKING","",""
"7/20/2016","Pacific Gas & Electric","PGANDE           WEB ONLINE 54186239063016  WEB ID: 5940742640","231.68","debit","Utilities","TOTAL CHECKING","",""
"7/18/2016","Remitly Wa","REMITLY 877-526-4216 WA07/17","289.99","debit","Uncategorized","TOTAL CHECKING","",""
"7/18/2016","Citi Online Web","CITI CARD ONLINE PAYMENT    112068593499680 WEB ID: CITICTP","6241.43","debit","Financial","TOTAL CHECKING","",""
"7/18/2016","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"7/18/2016","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"7/17/2016","Netflix","Netflix.com","7.99","debit","Movies & DVDs","CREDIT CARD","",""
"7/15/2016","Transfer from TOTAL CHECKING","Payment Thank You - Web","1657.24","credit","Credit Card Payment","CREDIT CARD","",""
"7/15/2016","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 5467826007","25.00","credit","Transfer","TOTAL CHECKING","",""
"7/15/2016","Transfer to TOTAL CHECKING","Online Transfer to CHK ...5432 transaction#: 5530007827","7000.00","debit","Transfer","TOTAL CHECKING","",""
"7/15/2016","Transfer to CREDIT CARD","Payment to Chase card ending in6051","1657.24","debit","Credit Card Payment","TOTAL CHECKING","",""
"7/15/2016","Check 1132","CHECK 1132","150.00","debit","Check","TOTAL CHECKING","",""
"7/15/2016","Check 1133","CHECK 1133","150.00","debit","Check","TOTAL CHECKING","",""
"7/15/2016","Transfer from CHASE PLUS SAVINGS","Online Transfer from MMA ...9412transaction#: 5530007827","7000.00","credit","Transfer","TOTAL CHECKING","",""
"7/15/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 5467826007","25.00","debit","Transfer","TOTAL CHECKING","",""
"7/14/2016","Interest","INTEREST PAYMENT","0.58","credit","Interest Income","TOTAL CHECKING","",""
"7/14/2016","PayPal","PAYPAL           INST XFER  GRUBHUBFOOD     WEB ID: PAYPALSI77","30.29","debit","Shopping","TOTAL CHECKING","",""
"7/11/2016","PayPal","PAYPAL           INST XFER  GRUBHUBFOOD     WEB ID: PAYPALSI77","36.28","debit","Shopping","TOTAL CHECKING","",""
"7/08/2016","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","370.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"7/07/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","1547.30","credit","Paycheck","TOTAL CHECKING","",""
"7/07/2016","Fidelity Emp Svc","FIDELITY EMP SVC INTARTHERAPPD ID: 4043304255","1919.05","credit","Transfer","TOTAL CHECKING","",""
"7/07/2016","Interest Charge","PURCHASE INTEREST CHARGE","17.20","debit","Finance Charge","CREDIT CARD","",""
"7/06/2016","Fremont Bank Loan","FREMONT BANK     LOAN PYMT  8001710543      WEB ID: 1941569025","2211.36","debit","Financial","TOTAL CHECKING","",""
"7/06/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","35.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"7/05/2016","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","33.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"7/05/2016","Sayeh Petroleum Inc","SAYEH PETROLEUM SAN FRANCISCO CA746928  07/03","24.13","debit","Gas & Fuel","TOTAL CHECKING","",""
"7/05/2016","Comcast","COMCAST          COMCAST    0230398941  SPA WEB ID: C815540000","116.76","debit","Television","TOTAL CHECKING","",""
"7/05/2016","Wells Fargo Ccpymt","WELLS FARGO CARD CCPYMT     90225603194534  WEB ID: 2411650794","100.00","debit","Financial","TOTAL CHECKING","",""
"7/05/2016","Directpay Minimum","DIRECTPAY MINIMUM PAYMENT","35.00","credit","Credit Card Payment","Discover it Card","",""
"7/04/2016","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","33.00","credit","Credit Card Payment","CREDIT CARD","",""
"7/01/2016","Online Transfer Chk","Online Transfer from  CHK ...5079 transaction#: 5431328492","60.00","credit","Transfer","TOTAL CHECKING","",""
"6/30/2016","Online Transfer Chk","Online Transfer to CHK ...5079 transaction#: 5493504803","394.00","debit","Transfer","TOTAL CHECKING","",""
"6/27/2016","Discover E Ppd","DISCOVER         E-PAYMENTPPD ID: 3510020270","207.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"6/27/2016","Castro Valley Ca","76 47043633 CASTRO VALLEY CA06/26","26.27","debit","Uncategorized","TOTAL CHECKING","",""
"6/23/2016","Intarcia Therape Payroll","INTARCIA THERAPE PAYROLLPPD ID: 1680364181","1939.89","credit","Paycheck","TOTAL CHECKING","",""
"6/22/2016","Transfer from TOTAL CHECKING","Online Transfer from CHK ...5432transaction#: 5477147068","1000.00","credit","Transfer","TOTAL CHECKING","",""
"6/22/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to MMA ...9412 transaction#: 5477147068","1000.00","debit","Transfer","TOTAL CHECKING","",""
"6/22/2016","Nordstrom","NORDSTROM        TRANSPPD ID: 9044013364","98.48","debit","Clothing","TOTAL CHECKING","",""
"6/22/2016","State Farm","STATE FARM RO 27 SFPPPPD ID: 9000307001","151.54","debit","Financial","TOTAL CHECKING","",""
"6/21/2016","Twist Bioscience Direct","TWIST BIOSCIENCE DIRECT DEPPPD ID: 9111111101","2501.76","credit","Paycheck","TOTAL CHECKING","",""
"6/21/2016","Costco Whse Danville","COSTCO WHSE #0021 DANVILLE CA06/20","649.99","credit","Income","TOTAL CHECKING","",""
"6/21/2016","Remitly Wa","REMITLY 877-526-4216 WA06/20","268.99","debit","Uncategorized","TOTAL CHECKING","",""
"6/20/2016","Pacific Gas & Electric","PGANDE           WEB ONLINE 52588370053016  WEB ID: 5940742640","126.97","debit","Utilities","TOTAL CHECKING","",""
"6/17/2016","Transfer from TOTAL CHECKING","Online Transfer from  CHK ...5432 transaction#: 5399980555","25.00","credit","Transfer","TOTAL CHECKING","",""
"6/17/2016","Planet Fit Club","PLANET FIT       CLUB FEESPPD ID: 1710602737","20.05","debit","Gym","TOTAL CHECKING","",""
"6/17/2016","Chevron","CHEVRON/COCHRANE CO-BR MORGAN HILL CA435096  06/16","26.72","debit","Gas & Fuel","TOTAL CHECKING","",""
"6/17/2016","Citi Online Web","CITI CARD ONLINE PAYMENT    132042126008708 WEB ID: CITICTP","3210.95","debit","Financial","TOTAL CHECKING","",""
"6/17/2016","Transfer to CHASE PLUS SAVINGS","Online Transfer to  MMA ...9412transaction#: 5399980555","25.00","debit","Transfer","TOTAL CHECKING","",""
"6/16/2016","Netflix","Netflix.com","7.99","debit","Movies & DVDs","CREDIT CARD","",""
"6/16/2016","Great Lakes Student","GREAT LAKES      STUDENT LNPPD ID: 9102000901","239.34","debit","Student Loan","TOTAL CHECKING","",""
"6/15/2016","Peasant Pies Mission","PEASANT PIES MISSION SAN FRANCISCO CA        06/15","10.52","debit","Parking","TOTAL CHECKING","",""
"6/14/2016","Subway","SUBWAY        003901 SAN FRANCISCO CA        06/13","11.41","debit","Fast Food","TOTAL CHECKING","",""
"6/13/2016","Interest","INTEREST PAYMENT","0.58","credit","Interest Income","TOTAL CHECKING","",""
"6/13/2016","Lawrence","UCB LAWRENCE HALL SCI 510-642-2543 CA        06/11","24.00","debit","Business Services","TOTAL CHECKING","",""
"6/13/2016","PayPal","PAYPAL           INST XFER  TFC.TV          WEB ID: PAYPALSI77","31.95","debit","Shopping","TOTAL CHECKING","",""
"6/10/2016","Haha Ramen Sushi","HAHA RAMEN SUSHI HAYWARD CA06/09","41.58","debit","Restaurants","TOTAL CHECKING","",""
"6/09/2016","GameStop","GAMESTOP #4316 1384 ST PLEASANTON CA 558080  06/09","60.21","debit","Electronics & Software","TOTAL CHECKING","",""
"6/09/2016","Intarcia Therape Payroll","INTARCIA THERAPE PAYROLLPPD ID: 1680364181","1940.24","credit","Paycheck","TOTAL CHECKING","",""
"6/08/2016","Crow Canyon 76","CROW CANYON CRK  01520155PPD ID: H942931438","370.00","debit","Gas & Fuel","TOTAL CHECKING","",""
"6/08/2016","Safeway","SAFEWAY STORE 000301 CASTRO VALLEY CA        06/07","19.98","debit","Groceries","TOTAL CHECKING","",""
"6/08/2016","Subway","SUBWAY        003901 SAN FRANCISCO CA        06/07","9.51","debit","Fast Food","TOTAL CHECKING","",""
"6/07/2016","Interest Charge","PURCHASE INTEREST CHARGE","17.34","debit","Finance Charge","CREDIT CARD","",""
